n_class_A_carbapenemase_plasmidial,prop_carbapenemase_BD_plasmidial,n_esbl_plasmidial,n_genes_efflux_plasmidial,pct_contigs_plasmidial,n_plasmids_com_conjugacao,gc_diff_plasmid_cromossomo,Species,WHO_Priority
0,0,0,3,10.852713178294572,1,-0.279999999999994,Acinetobacter baumannii,Critical
0,0,0,4,13.903743315508022,1,-0.2199999999999988,Acinetobacter baumannii,Critical
0,0,0,4,10.714285714285714,1,0.259999999999998,Acinetobacter baumannii,Critical
0,1,0,8,7.874015748031496,1,0.2800000000000011,Acinetobacter baumannii,Critical
0,1,0,5,11.428571428571429,1,0.509999999999998,Acinetobacter baumannii,Critical
0,0,0,3,9.166666666666666,1,0.2299999999999968,Acinetobacter baumannii,Critical
0,1,0,4,9.48905109489051,1,0.0300000000000011,Acinetobacter baumannii,Critical
0,0,0,4,8.904109589041095,1,0.1299999999999954,Acinetobacter baumannii,Critical
0,0,0,3,10.084033613445378,1,-0.0300000000000011,Acinetobacter baumannii,Critical
0,0,0,5,10.9375,1,0.3999999999999986,Acinetobacter baumannii,Critical
0,1,0,3,10.37735849056604,1,0.1400000000000005,Acinetobacter baumannii,Critical
0,0,0,2,9.67741935483871,1,0.0399999999999991,Acinetobacter baumannii,Critical
0,0,0,3,11.486486486486488,3,-0.3699999999999974,Acinetobacter baumannii,Critical
0,0,0,3,10.416666666666668,1,0.0,Acinetobacter baumannii,Critical
0,1,0,2,8.662900188323917,4,0.5799999999999983,Acinetobacter baumannii,Critical
0,0,0,2,8.02139037433155,3,-0.0999999999999943,Acinetobacter baumannii,Critical
0,1,2,8,18.58974358974359,1,0.259999999999998,Acinetobacter baumannii,Critical
0,0,0,2,9.022556390977442,2,-0.2100000000000008,Acinetobacter baumannii,Critical
0,0,1,1,6.258692628650904,0,0.8299999999999983,Acinetobacter baumannii,Critical
0,0,1,0,5.172413793103448,5,0.5,Acinetobacter baumannii,Critical
0,0,1,4,7.894736842105263,1,0.5799999999999983,Acinetobacter baumannii,Critical
0,0,1,3,7.096774193548387,1,0.490000000000002,Acinetobacter baumannii,Critical
0,0,0,1,7.336956521739131,6,0.7899999999999991,Acinetobacter baumannii,Critical
0,0,0,1,5.693430656934306,1,0.3999999999999986,Acinetobacter baumannii,Critical
0,0,1,4,7.952622673434856,2,0.6899999999999977,Acinetobacter baumannii,Critical
0,0,1,6,6.942590120160213,2,0.6999999999999957,Acinetobacter baumannii,Critical
0,0,1,5,8.203125,1,0.4200000000000017,Acinetobacter baumannii,Critical
0,0,0,4,6.349206349206349,2,0.3599999999999994,Acinetobacter baumannii,Critical
0,0,0,4,18.69158878504673,2,-0.5100000000000051,Acinetobacter baumannii,Critical
0,0,0,1,1.566265060240964,2,-2.0799999999999983,Acinetobacter baumannii,Critical
0,0,0,1,4.901960784313726,0,0.5399999999999991,Acinetobacter baumannii,Critical
0,1,1,5,24.390243902439025,3,0.259999999999998,Acinetobacter baumannii,Critical
0,1,1,5,25.0,5,0.0500000000000042,Acinetobacter baumannii,Critical
0,0,0,7,26.356589147286822,4,-0.3599999999999994,Acinetobacter baumannii,Critical
0,1,1,5,25.64102564102564,3,0.259999999999998,Acinetobacter baumannii,Critical
0,1,0,4,28.78787878787879,5,-0.1200000000000045,Acinetobacter baumannii,Critical
0,0,0,1,7.246376811594203,2,-0.519999999999996,Acinetobacter baumannii,Critical
0,1,0,1,9.35960591133005,6,0.0,Acinetobacter baumannii,Critical
0,1,0,0,71.42857142857143,1,1.1400000000000006,Acinetobacter baumannii,Critical
0,0,0,1,3.076923076923077,0,-0.1599999999999966,Acinetobacter baumannii,Critical
0,0,0,5,14.285714285714285,0,-0.3900000000000005,Acinetobacter baumannii,Critical
0,0,1,2,12.1301775147929,2,0.0500000000000042,Acinetobacter baumannii,Critical
0,0,1,2,8.205128205128204,1,0.3400000000000034,Acinetobacter baumannii,Critical
0,0,1,1,8.7890625,2,0.6000000000000014,Acinetobacter baumannii,Critical
0,0,1,2,6.349206349206349,6,0.75,Acinetobacter baumannii,Critical
0,0,1,6,13.736263736263735,4,0.0499999999999971,Acinetobacter baumannii,Critical
0,0,0,1,8.159722222222223,1,0.0799999999999983,Acinetobacter baumannii,Critical
0,0,0,2,13.461538461538462,0,0.0799999999999983,Acinetobacter baumannii,Critical
0,0,0,7,6.70391061452514,2,-0.1499999999999985,Acinetobacter baumannii,Critical
0,1,0,2,19.76744186046512,2,-0.6400000000000006,Acinetobacter baumannii,Critical
0,0,0,4,11.949685534591197,2,-0.0800000000000054,Acinetobacter baumannii,Critical
0,0,0,2,10.0,1,0.3399999999999963,Acinetobacter baumannii,Critical
0,0,0,2,6.25,1,-0.3099999999999951,Acinetobacter baumannii,Critical
0,0,0,0,4.477611940298507,1,-1.1900000000000048,Acinetobacter baumannii,Critical
0,0,0,0,75.0,0,-2.0900000000000034,Acinetobacter baumannii,Critical
0,1,1,7,14.285714285714285,4,0.8900000000000006,Acinetobacter baumannii,Critical
0,1,1,7,13.461538461538462,3,0.3799999999999954,Acinetobacter baumannii,Critical
0,0,0,1,12.280701754385964,1,-0.3200000000000003,Acinetobacter baumannii,Critical
0,0,0,7,18.0327868852459,2,-0.6500000000000057,Acinetobacter baumannii,Critical
0,1,0,6,16.822429906542055,2,-0.1499999999999985,Acinetobacter baumannii,Critical
0,0,0,7,12.264150943396226,1,-0.480000000000004,Acinetobacter baumannii,Critical
0,1,0,6,10.0,3,-1.0,Acinetobacter baumannii,Critical
0,1,1,2,5.016008537886873,2,-0.2300000000000039,Acinetobacter baumannii,Critical
0,0,0,2,24.65753424657534,2,2.3800000000000026,Acinetobacter baumannii,Critical
0,0,0,2,15.384615384615383,3,-0.4099999999999966,Acinetobacter baumannii,Critical
0,1,0,1,18.867924528301888,0,-1.1000000000000014,Acinetobacter baumannii,Critical
0,1,0,7,21.428571428571427,2,-0.8200000000000003,Acinetobacter baumannii,Critical
0,0,1,3,30.985915492957744,3,-0.5700000000000003,Acinetobacter baumannii,Critical
0,0,0,7,31.03448275862069,4,-0.3299999999999983,Acinetobacter baumannii,Critical
0,0,0,2,24.719101123595504,4,-0.8499999999999943,Acinetobacter baumannii,Critical
1,0,0,6,14.096916299559473,6,-1.1099999999999994,Kluyvera ascorbata,Critical
0,1,2,7,32.30769230769231,6,-3.0800000000000054,Raoultella ornithinolytica,Critical
1,0,0,0,20.51282051282051,6,-1.3800000000000026,Citrobacter koseri,Critical
0,0,0,0,50.0,1,2.890000000000001,Citrobacter freundii,Critical
0,1,0,7,26.86567164179105,4,0.7000000000000028,Citrobacter freundii,Critical
0,1,2,1,20.43010752688172,1,0.8699999999999974,Citrobacter freundii,Critical
0,1,1,2,25.58139534883721,6,-1.5399999999999991,Citrobacter freundii,Critical
0,0,0,0,33.33333333333333,1,-0.0499999999999971,Citrobacter freundii,Critical
0,0,1,5,19.924812030075188,6,-2.1599999999999966,Citrobacter freundii,Critical
0,1,1,2,16.666666666666664,1,-0.7899999999999991,Klebsiella aerogenes,Critical
0,0,0,1,21.29380053908356,4,-1.4099999999999966,Klebsiella aerogenes,Critical
0,0,0,4,19.88950276243094,0,-0.6099999999999994,Klebsiella aerogenes,Critical
0,0,0,3,18.76606683804627,0,-0.7299999999999969,Klebsiella aerogenes,Critical
0,0,0,5,22.36286919831224,2,-0.4399999999999977,Klebsiella aerogenes,Critical
1,0,0,0,19.73684210526316,4,-1.4600000000000009,Klebsiella aerogenes,Critical
1,0,1,5,25.333333333333336,5,-1.1799999999999995,Klebsiella aerogenes,Critical
0,1,1,0,29.411764705882355,5,-1.0200000000000031,Klebsiella aerogenes,Critical
0,0,0,0,14.285714285714285,0,-0.509999999999998,Klebsiella aerogenes,Critical
0,0,2,2,25.925925925925924,5,-4.6399999999999935,Klebsiella aerogenes,Critical
0,0,1,1,26.31578947368421,7,-3.5799999999999983,Klebsiella aerogenes,Critical
0,0,0,0,13.559322033898304,5,-3.890000000000001,Klebsiella aerogenes,Critical
0,0,2,0,20.689655172413797,7,-3.719999999999999,Klebsiella aerogenes,Critical
0,0,0,1,23.07692307692308,4,-4.149999999999999,Klebsiella aerogenes,Critical
0,0,0,2,15.97222222222222,5,-0.8800000000000026,Klebsiella aerogenes,Critical
0,0,2,5,38.68613138686132,9,-2.280000000000001,Enterobacter hormaechei,Critical
0,0,2,6,40.69767441860465,5,-0.3999999999999986,Enterobacter hormaechei,Critical
0,0,2,5,43.47826086956522,9,-2.6300000000000026,Enterobacter hormaechei,Critical
1,0,0,4,22.06896551724138,2,-0.029999999999994,Enterobacter cloacae,Critical
0,0,1,6,9.826589595375722,2,-1.970000000000006,Escherichia coli,Critical
0,0,1,9,7.731958762886598,2,-1.8800000000000023,Escherichia coli,Critical
0,0,0,2,5.3097345132743365,5,-1.25,Escherichia coli,Critical
0,0,1,8,10.037174721189592,5,-0.9099999999999966,Escherichia coli,Critical
0,0,0,4,11.76470588235294,2,-0.9200000000000016,Escherichia coli,Critical
0,0,0,0,13.636363636363637,1,-0.5399999999999991,Escherichia coli,Critical
0,0,0,0,1.9230769230769231,2,0.2100000000000008,Escherichia coli,Critical
0,0,0,0,11.258278145695364,4,-0.8799999999999955,Escherichia coli,Critical
0,0,0,0,14.705882352941178,3,-0.4100000000000037,Escherichia coli,Critical
0,0,0,0,3.488372093023256,0,-9.54,Escherichia coli,Critical
0,0,0,9,14.000000000000002,2,-1.0700000000000005,Escherichia coli,Critical
0,0,0,9,16.666666666666664,3,-1.2899999999999991,Escherichia coli,Critical
0,0,1,1,11.267605633802818,4,-0.730000000000004,Escherichia coli,Critical
0,0,0,7,8.831168831168831,4,-1.720000000000006,Escherichia coli,Critical
0,0,0,0,8.130081300813007,3,-0.4099999999999966,Escherichia coli,Critical
0,0,1,0,10.81081081081081,4,-1.6199999999999974,Escherichia coli,Critical
0,0,0,2,3.7735849056603774,7,-1.740000000000002,Escherichia coli,Critical
0,0,1,3,14.857142857142858,9,-1.7600000000000051,Escherichia coli,Critical
0,0,0,0,9.090909090909092,5,-1.1799999999999995,Escherichia coli,Critical
0,0,0,0,6.7669172932330826,4,-1.4399999999999975,Escherichia coli,Critical
0,0,1,1,7.947019867549669,3,-0.1300000000000025,Escherichia coli,Critical
0,0,0,0,10.37037037037037,6,-3.18,Escherichia coli,Critical
0,0,1,1,12.470023980815348,5,0.5200000000000031,Escherichia coli,Critical
0,0,0,0,11.242603550295858,4,-0.3700000000000045,Escherichia coli,Critical
0,0,0,6,10.99476439790576,5,-0.8999999999999986,Escherichia coli,Critical
0,0,0,0,6.382978723404255,1,-0.9200000000000016,Escherichia coli,Critical
0,0,1,7,16.50943396226415,7,-0.3900000000000005,Escherichia coli,Critical
0,0,0,4,5.88235294117647,1,-1.4499999999999955,Escherichia coli,Critical
0,0,0,5,8.977556109725686,7,-0.8500000000000014,Escherichia coli,Critical
0,0,0,8,7.096774193548387,2,-1.730000000000004,Escherichia coli,Critical
0,0,0,0,1.5625,0,-10.880000000000004,Escherichia coli,Critical
0,0,0,0,3.076923076923077,1,-1.910000000000004,Escherichia coli,Critical
0,0,0,0,7.751937984496124,2,-3.839999999999996,Escherichia coli,Critical
0,0,0,0,3.296703296703297,2,5.5,Escherichia coli,Critical
0,0,0,4,5.3097345132743365,1,-0.0500000000000042,Escherichia coli,Critical
0,0,1,1,11.258278145695364,8,-2.229999999999997,Escherichia coli,Critical
0,0,0,0,13.924050632911392,5,-0.7199999999999989,Escherichia coli,Critical
0,0,0,0,4.950495049504951,2,1.2800000000000011,Escherichia coli,Critical
0,0,0,0,4.615384615384616,2,1.25,Escherichia coli,Critical
0,0,1,3,11.578947368421051,2,-1.7199999999999989,Escherichia coli,Critical
0,0,0,9,12.12121212121212,3,-0.9799999999999968,Escherichia coli,Critical
0,0,0,2,7.086614173228346,0,-1.1499999999999986,Escherichia coli,Critical
0,0,0,4,3.1055900621118013,1,-1.980000000000004,Escherichia coli,Critical
0,0,0,4,4.9079754601227,4,-1.1500000000000057,Escherichia coli,Critical
0,0,0,0,2.18978102189781,0,-18.78,Escherichia coli,Critical
0,0,0,4,9.090909090909092,0,-0.7199999999999989,Escherichia coli,Critical
0,0,0,0,12.295081967213116,3,-2.259999999999998,Escherichia coli,Critical
1,0,1,3,26.956521739130437,4,-2.769999999999996,Escherichia coli,Critical
0,0,1,9,26.72413793103448,7,-2.190000000000005,Escherichia coli,Critical
0,0,0,9,23.5934664246824,9,-0.3500000000000014,Escherichia coli,Critical
1,0,1,15,21.978021978021975,9,-0.1300000000000025,Escherichia coli,Critical
0,0,0,4,43.47826086956522,2,-1.8200000000000005,Escherichia coli,Critical
0,0,1,1,11.416490486257928,9,-1.1700000000000017,Escherichia coli,Critical
1,0,0,1,25.0,3,-1.269999999999996,Escherichia coli,Critical
1,0,0,2,22.105263157894736,3,-2.5900000000000034,Escherichia coli,Critical
1,0,0,6,15.0,3,-2.949999999999996,Escherichia coli,Critical
1,0,0,1,26.436781609195403,4,-0.7800000000000011,Escherichia coli,Critical
1,0,0,3,26.38888888888889,3,-1.0900000000000034,Escherichia coli,Critical
0,0,0,0,50.0,1,-1.4500000000000028,Escherichia coli,Critical
0,0,0,0,66.66666666666666,2,-4.550000000000004,Escherichia coli,Critical
0,0,2,7,11.666666666666666,4,-2.739999999999995,Escherichia coli,Critical
0,0,1,10,23.87387387387388,3,-2.280000000000001,Escherichia coli,Critical
0,0,1,9,25.40322580645161,18,-1.4399999999999975,Escherichia coli,Critical
0,0,2,4,66.66666666666666,2,2.910000000000004,Escherichia coli,Critical
0,0,0,0,10.81081081081081,0,2.270000000000003,Escherichia coli,Critical
0,0,1,7,11.67883211678832,6,-1.8699999999999972,Escherichia coli,Critical
0,0,1,7,13.302752293577983,4,-2.1599999999999966,Escherichia coli,Critical
0,0,1,0,13.333333333333334,14,-2.3799999999999955,Escherichia coli,Critical
0,0,0,5,4.523809523809524,1,-0.1000000000000014,Escherichia coli,Critical
0,0,2,11,27.55102040816326,6,-0.6199999999999974,Escherichia coli,Critical
0,0,0,0,25.0,0,-4.469999999999999,Escherichia coli,Critical
0,1,0,9,24.2152466367713,7,-1.3499999999999943,Escherichia coli,Critical
0,0,1,10,26.344086021505376,11,-0.3200000000000003,Escherichia coli,Critical
0,1,0,9,30.4093567251462,8,-0.3399999999999963,Escherichia coli,Critical
0,1,0,2,23.47826086956522,5,-0.990000000000002,Escherichia coli,Critical
0,1,1,4,23.62204724409449,5,-0.4299999999999997,Escherichia coli,Critical
0,1,1,8,25.730994152046783,8,-0.2899999999999991,Escherichia coli,Critical
0,1,1,3,15.306122448979592,1,-0.3999999999999986,Escherichia coli,Critical
0,0,1,5,15.708812260536398,9,-1.2800000000000011,Escherichia coli,Critical
0,0,1,3,42.85714285714285,9,0.9699999999999988,Escherichia coli,Critical
0,0,0,3,8.520179372197308,3,-2.009999999999998,Escherichia coli,Critical
1,0,1,6,14.204545454545457,8,-0.2800000000000011,Escherichia coli,Critical
1,0,1,1,16.50485436893204,8,-0.6200000000000045,Escherichia coli,Critical
0,0,0,2,8.333333333333332,1,-5.539999999999999,Escherichia coli,Critical
0,0,1,5,6.329113924050633,9,-2.460000000000001,Escherichia coli,Critical
0,0,0,6,9.210526315789473,8,-1.3200000000000005,Escherichia coli,Critical
0,0,0,2,9.929078014184398,3,-2.770000000000003,Escherichia coli,Critical
0,0,0,5,6.682027649769585,3,-0.9199999999999946,Escherichia coli,Critical
0,0,0,9,14.537444933920703,4,-2.039999999999999,Escherichia coli,Critical
0,0,0,8,9.174311926605505,3,-1.0800000000000054,Escherichia coli,Critical
0,0,1,2,14.213197969543147,6,-1.5600000000000025,Escherichia coli,Critical
1,0,1,0,28.57142857142857,10,-0.9200000000000016,Escherichia coli,Critical
1,0,1,7,37.82383419689119,25,-0.8500000000000014,Escherichia coli,Critical
0,0,0,0,6.666666666666667,1,-8.839999999999996,Escherichia coli,Critical
0,0,1,10,14.564564564564565,7,-1.2600000000000051,Escherichia coli,Critical
1,0,0,5,23.07692307692308,5,-0.25,Escherichia coli,Critical
1,0,1,2,66.66666666666666,2,1.7700000000000031,Escherichia coli,Critical
0,0,1,1,16.483516483516482,1,-0.1900000000000048,Escherichia coli,Critical
0,0,0,1,18.134715025906736,7,-1.6699999999999946,Escherichia coli,Critical
0,0,0,5,22.602739726027394,2,-1.3400000000000034,Escherichia coli,Critical
0,0,0,5,14.492753623188406,1,-1.1599999999999966,Escherichia coli,Critical
0,0,0,2,9.30232558139535,2,-2.43,Escherichia coli,Critical
0,0,0,0,22.0,6,-2.140000000000001,Escherichia coli,Critical
0,0,1,9,22.96296296296296,8,-0.8400000000000034,Escherichia coli,Critical
0,0,1,6,9.13978494623656,4,-0.9500000000000028,Escherichia coli,Critical
0,0,0,1,9.764309764309765,3,-0.8800000000000026,Escherichia coli,Critical
0,0,0,9,7.9831932773109235,3,-1.8299999999999983,Escherichia coli,Critical
0,0,1,0,4.081632653061225,1,1.1199999999999974,Escherichia coli,Critical
0,0,0,18,16.792738275340394,3,-0.8999999999999986,Escherichia coli,Critical
1,0,0,3,21.7687074829932,3,-1.3500000000000014,Escherichia coli,Critical
0,0,2,0,25.789473684210527,15,-1.6599999999999966,Escherichia coli,Critical
0,0,0,0,23.417721518987346,5,-2.6099999999999994,Escherichia coli,Critical
0,0,0,0,9.454545454545457,6,-2.539999999999999,Escherichia coli,Critical
0,0,0,8,14.733542319749215,3,-2.240000000000002,Escherichia coli,Critical
0,0,0,2,17.59259259259259,14,-1.3900000000000006,Escherichia coli,Critical
0,0,2,2,19.65811965811966,4,-1.5499999999999972,Escherichia coli,Critical
0,0,0,1,16.479400749063668,3,-2.410000000000004,Escherichia coli,Critical
0,0,0,3,9.195402298850574,1,-1.509999999999998,Escherichia coli,Critical
0,0,2,8,22.943722943722943,17,-2.3800000000000026,Escherichia coli,Critical
0,0,0,4,75.0,1,-2.6599999999999966,Escherichia coli,Critical
0,0,2,3,66.66666666666666,2,1.6700000000000017,Escherichia coli,Critical
0,0,0,0,0.0,0,-1.6726798896589483,Escherichia coli,Critical
0,0,0,0,0.0,0,-1.4544764192943078,Escherichia coli,Critical
0,0,0,7,12.790697674418606,1,-2.259999999999998,Escherichia coli,Critical
0,0,2,5,17.91044776119403,6,-2.759999999999998,Escherichia coli,Critical
0,0,0,4,17.037037037037038,7,-1.1300000000000026,Escherichia coli,Critical
0,0,0,8,24.752475247524757,9,-2.190000000000005,Escherichia coli,Critical
0,0,0,1,10.084033613445378,2,-1.6200000000000043,Escherichia coli,Critical
0,0,0,6,9.67741935483871,2,-2.710000000000001,Escherichia coli,Critical
0,0,0,7,9.06344410876133,7,-1.980000000000004,Escherichia coli,Critical
0,0,0,0,12.38095238095238,2,-2.230000000000004,Escherichia coli,Critical
0,0,0,2,10.367892976588628,6,-0.5799999999999983,Escherichia coli,Critical
0,0,0,11,14.563106796116504,1,-2.0799999999999983,Escherichia coli,Critical
0,0,0,4,15.544041450777202,2,-2.949999999999996,Escherichia coli,Critical
0,0,0,0,3.4782608695652173,0,0.2800000000000011,Escherichia coli,Critical
0,0,1,1,13.076923076923078,10,-2.140000000000001,Escherichia coli,Critical
0,0,0,6,6.425702811244979,3,-0.5,Escherichia coli,Critical
0,0,1,5,11.702127659574469,6,-0.7899999999999991,Escherichia coli,Critical
0,0,0,0,0.0,0,-1.1496299943541561,Escherichia coli,Critical
0,0,0,0,0.0,0,-1.1999658771597876,Escherichia coli,Critical
0,0,0,0,66.66666666666666,1,-8.269999999999996,Escherichia coli,Critical
0,0,0,0,83.33333333333334,1,3.140000000000001,Escherichia coli,Critical
0,0,0,1,40.0,0,1.8799999999999957,Escherichia coli,Critical
0,0,0,0,0.0,0,-1.0762648967524182,Escherichia coli,Critical
0,0,0,0,25.0,1,-6.980000000000004,Escherichia coli,Critical
0,0,1,3,71.42857142857143,1,1.1700000000000017,Escherichia coli,Critical
0,0,0,0,66.66666666666666,1,-5.649999999999999,Escherichia coli,Critical
0,0,1,3,87.5,1,0.75,Escherichia coli,Critical
0,0,0,0,66.66666666666666,2,-8.399999999999999,Escherichia coli,Critical
0,0,0,2,22.033898305084744,3,-1.8999999999999984,Escherichia coli,Critical
0,0,1,1,17.180616740088105,5,-1.6400000000000006,Escherichia coli,Critical
0,0,0,1,13.245033112582782,1,-1.9500000000000028,Escherichia coli,Critical
0,0,1,5,22.988505747126435,10,-1.1999999999999955,Escherichia coli,Critical
0,0,0,3,18.181818181818183,3,-1.3499999999999943,Escherichia coli,Critical
0,0,0,3,21.25,5,-1.0499999999999972,Escherichia coli,Critical
0,0,0,4,23.863636363636363,4,-0.6500000000000057,Escherichia coli,Critical
0,0,1,2,17.964071856287426,4,-1.6299999999999957,Escherichia coli,Critical
2,0,0,6,17.857142857142858,9,-1.8699999999999972,Escherichia coli,Critical
0,0,0,6,28.000000000000004,7,-1.5499999999999972,Escherichia coli,Critical
1,0,0,16,18.96551724137931,26,-0.5399999999999991,Escherichia coli,Critical
0,0,0,16,13.409961685823754,3,-1.0300000000000011,Escherichia coli,Critical
0,0,0,6,26.857142857142858,7,-1.5200000000000031,Escherichia coli,Critical
0,0,1,8,11.971830985915492,7,-1.7099999999999935,Escherichia coli,Critical
0,0,1,2,11.788617886178862,4,-2.4200000000000017,Escherichia coli,Critical
0,0,1,7,12.365591397849462,6,-1.7899999999999991,Escherichia coli,Critical
0,0,1,5,13.19796954314721,11,-1.8200000000000005,Escherichia coli,Critical
0,0,1,3,11.029411764705882,4,-2.4099999999999966,Escherichia coli,Critical
0,0,1,7,21.03825136612022,22,-1.5399999999999991,Escherichia coli,Critical
0,0,1,9,10.38961038961039,4,-1.4099999999999966,Escherichia coli,Critical
0,0,1,7,11.403508771929824,3,-0.8200000000000003,Escherichia coli,Critical
0,0,0,7,20.257234726688104,1,-0.5300000000000011,Escherichia coli,Critical
0,0,0,7,23.88059701492537,1,-0.4499999999999957,Escherichia coli,Critical
0,0,0,3,17.5531914893617,4,-2.6000000000000014,Escherichia coli,Critical
0,0,0,0,33.33333333333333,2,-0.6199999999999974,Escherichia coli,Critical
0,0,0,1,46.15384615384615,3,-1.0300000000000011,Escherichia coli,Critical
0,0,0,0,44.44444444444444,2,1.1599999999999966,Escherichia coli,Critical
0,0,0,2,29.411764705882355,4,-3.1599999999999966,Escherichia coli,Critical
0,0,0,1,62.5,3,-1.1600000000000037,Escherichia coli,Critical
0,0,1,1,41.66666666666667,2,-1.1999999999999955,Escherichia coli,Critical
0,0,1,1,54.54545454545454,3,-1.0600000000000025,Escherichia coli,Critical
0,0,0,2,8.633093525179856,1,-2.6000000000000014,Escherichia coli,Critical
0,0,0,9,16.666666666666664,10,-1.6899999999999975,Escherichia coli,Critical
0,0,0,3,8.23045267489712,5,-1.7600000000000051,Escherichia coli,Critical
0,1,0,4,71.42857142857143,2,-0.1400000000000005,Escherichia coli,Critical
0,0,0,2,17.391304347826086,3,-2.1000000000000014,Escherichia coli,Critical
0,0,1,3,6.666666666666667,2,-2.8400000000000034,Escherichia coli,Critical
0,0,0,3,17.12707182320442,3,-1.5600000000000025,Escherichia coli,Critical
1,0,0,1,16.666666666666664,2,0.7700000000000031,Escherichia coli,Critical
0,0,1,2,22.0,5,-2.75,Escherichia coli,Critical
0,1,1,5,27.692307692307693,3,0.3500000000000014,Escherichia coli,Critical
0,0,0,8,24.22907488986784,8,-1.7199999999999989,Escherichia coli,Critical
0,0,1,3,13.23529411764706,2,0.3900000000000005,Escherichia coli,Critical
0,0,0,0,23.4375,11,-0.1299999999999954,Escherichia coli,Critical
0,0,1,5,6.25,0,0.740000000000002,Escherichia coli,Critical
0,0,0,2,20.27027027027027,1,-2.8700000000000045,Escherichia coli,Critical
0,0,1,2,18.5792349726776,8,-1.9699999999999989,Escherichia coli,Critical
0,0,0,3,13.302752293577983,4,-1.3900000000000006,Escherichia coli,Critical
0,0,0,0,12.857142857142856,4,-1.0100000000000051,Escherichia coli,Critical
0,0,0,4,16.842105263157894,4,-0.5899999999999963,Escherichia coli,Critical
0,0,1,5,14.482758620689657,8,-2.539999999999999,Escherichia coli,Critical
0,0,0,2,21.487603305785125,6,-1.0,Escherichia coli,Critical
0,0,1,12,18.009478672985782,2,-0.980000000000004,Escherichia coli,Critical
0,0,0,14,22.71062271062271,19,-1.2800000000000011,Escherichia coli,Critical
0,0,0,4,12.704918032786884,6,-1.6600000000000037,Escherichia coli,Critical
0,0,2,2,21.568627450980397,5,0.0999999999999943,Escherichia coli,Critical
0,0,1,4,17.616580310880828,4,-0.3999999999999986,Escherichia coli,Critical
0,0,0,4,17.010309278350515,4,-0.3200000000000003,Escherichia coli,Critical
0,0,0,7,13.684210526315791,3,-1.1400000000000006,Escherichia coli,Critical
0,0,0,5,13.87900355871886,3,-1.3699999999999974,Escherichia coli,Critical
0,0,0,7,17.083333333333332,6,-1.3599999999999994,Escherichia coli,Critical
0,0,1,8,18.235294117647054,4,-0.509999999999998,Escherichia coli,Critical
0,0,0,3,19.718309859154928,4,-1.2199999999999989,Escherichia coli,Critical
0,0,0,2,27.819548872180448,3,-1.3399999999999963,Escherichia coli,Critical
0,0,0,8,14.102564102564102,2,-0.9399999999999976,Escherichia coli,Critical
0,1,0,11,20.0,3,-1.1499999999999986,Escherichia coli,Critical
0,0,0,3,22.22222222222222,8,-0.990000000000002,Escherichia coli,Critical
0,0,0,7,18.91891891891892,7,-0.9299999999999996,Escherichia coli,Critical
0,0,0,0,13.488372093023257,3,-1.7100000000000009,Escherichia coli,Critical
0,1,1,12,18.951612903225808,8,-1.9200000000000017,Escherichia coli,Critical
0,1,1,5,21.428571428571427,2,-1.8800000000000023,Escherichia coli,Critical
0,0,2,1,19.51219512195122,3,-3.0600000000000023,Escherichia coli,Critical
0,0,0,4,17.695473251028808,9,-2.5800000000000054,Escherichia coli,Critical
0,0,1,8,25.882352941176475,1,-0.6199999999999974,Escherichia coli,Critical
0,0,0,4,16.40625,4,-1.0899999999999963,Escherichia coli,Critical
0,0,0,2,11.956521739130435,2,-1.3000000000000045,Escherichia coli,Critical
0,0,1,17,22.07792207792208,9,-0.8100000000000023,Escherichia coli,Critical
0,0,0,1,14.285714285714285,6,-1.9600000000000009,Escherichia coli,Critical
1,0,0,6,23.72262773722628,20,-1.3700000000000043,Escherichia coli,Critical
0,1,1,5,10.824742268041238,2,-2.9099999999999966,Escherichia coli,Critical
0,0,1,7,20.833333333333336,6,-0.740000000000002,Escherichia coli,Critical
0,0,1,2,23.14410480349345,12,-1.2900000000000065,Escherichia coli,Critical
0,0,1,5,18.817204301075268,6,-0.9100000000000036,Escherichia coli,Critical
0,0,1,5,13.88888888888889,3,-0.019999999999996,Escherichia coli,Critical
0,0,1,11,15.68627450980392,3,0.5200000000000031,Escherichia coli,Critical
0,0,1,10,22.76422764227642,2,-0.8599999999999994,Escherichia coli,Critical
0,0,1,2,27.160493827160494,4,0.9099999999999966,Escherichia coli,Critical
0,0,0,4,33.57664233576642,6,-0.6500000000000057,Escherichia coli,Critical
0,1,2,2,23.684210526315788,9,-2.6000000000000014,Klebsiella oxytoca,Critical
1,0,2,11,40.625,8,-4.140000000000001,Klebsiella pneumoniae,Critical
0,0,1,1,15.204678362573098,2,-1.3100000000000025,Klebsiella pneumoniae,Critical
0,0,0,9,21.566110397946083,13,0.6899999999999977,Klebsiella pneumoniae,Critical
0,0,1,5,24.193548387096776,1,0.0499999999999971,Klebsiella pneumoniae,Critical
1,0,1,9,26.229508196721312,6,-1.1900000000000048,Klebsiella pneumoniae,Critical
1,0,1,4,27.058823529411764,2,-1.019999999999996,Klebsiella pneumoniae,Critical
1,0,4,6,38.83495145631068,5,-0.4099999999999966,Klebsiella pneumoniae,Critical
0,0,2,5,37.76223776223776,5,-2.559999999999995,Klebsiella pneumoniae,Critical
